sample_index,sample_id,modality,rank,start_index,end_index,score,source_scale,words,wordpiece_start,wordpiece_end
356,KkKWFZZmmCM$_$1,T,1,19,22,0.2916083265816536,2,to become a superpower,23,27
356,KkKWFZZmmCM$_$1,T,2,2,3,0.1052732260575506,3,"infrastructure ,",3,4
356,KkKWFZZmmCM$_$1,T,3,22,22,0.08566151459589197,peak,superpower,26,27
357,KpMCvUyQCXg$_$1,T,1,11,16,0.619956657991283,1,number of financial irregularities regarding a,13,18
357,KpMCvUyQCXg$_$1,T,2,14,14,0.1771754728047764,peak,irregularities,16,16
358,KpMCvUyQCXg$_$3,T,1,2,4,0.6652439380332598,1,become aware of,4,6
359,KpMCvUyQCXg$_$5,T,1,14,15,0.17897641519630167,1,with full,17,18
359,KpMCvUyQCXg$_$5,T,2,10,11,0.16158058690501034,2,business with,13,14
359,KpMCvUyQCXg$_$5,T,3,8,8,0.06836190706313765,1,they,11,11
360,L1eFHRQGFeg$_$2,T,1,3,6,0.2033864831884617,3,don ' t remember,4,7
360,L1eFHRQGFeg$_$2,T,2,25,27,0.1849757529903432,1,. . .,26,28
360,L1eFHRQGFeg$_$2,T,3,37,39,0.13476941749628624,3,didn ' t,38,40
361,MCsvw5-7lVE$_$1,T,1,10,17,0.6246104564036642,2,who do really well on our platform are,13,20
361,MCsvw5-7lVE$_$1,T,2,12,12,0.14091502216016294,peak,really,15,15
361,MCsvw5-7lVE$_$1,T,3,15,16,0.1127854993053985,1,our platform,18,19
362,MCsvw5-7lVE$_$2,T,1,1,4,0.3152790182574648,2,been able to bring,2,5
362,MCsvw5-7lVE$_$2,T,2,16,17,0.13875110679703284,2,to purchase,17,18
362,MCsvw5-7lVE$_$2,T,3,2,2,0.09376611085183578,peak,able,3,3
363,MCsvw5-7lVE$_$4,T,1,8,10,0.3161516909082024,2,questions that your,9,11
363,MCsvw5-7lVE$_$4,T,2,10,12,0.29408498680542816,3,your customers have,11,13
363,MCsvw5-7lVE$_$4,T,3,12,13,0.15419043245065078,1,have .,13,14
364,MMpo2bDk-DU$_$10,T,1,5,8,0.5923891443744851,3,you to lose some,6,9
364,MMpo2bDk-DU$_$10,T,2,7,7,0.252792858199955,peak,lose,8,8
364,MMpo2bDk-DU$_$10,T,3,3,4,0.13468498665984535,2,easy for,4,5
365,MMpo2bDk-DU$_$17,T,1,15,20,0.41893131075359663,2,"are used incorrectly , such as",16,21
365,MMpo2bDk-DU$_$17,T,2,5,6,0.09495674600505477,2,catch errors,6,7
365,MMpo2bDk-DU$_$17,T,3,17,17,0.094563751511552,peak,incorrectly,18,18
366,MMpo2bDk-DU$_$16,T,1,0,2,0.20951462187482345,2,i use spell,1,3
366,MMpo2bDk-DU$_$16,T,2,13,14,0.11920716922220193,2,for grammar,14,15
366,MMpo2bDk-DU$_$16,T,3,8,9,0.10981435877057943,3,t rely,9,10
367,MMpo2bDk-DU$_$19,T,1,1,3,0.495035014117066,1,more great tips,2,4
367,MMpo2bDk-DU$_$19,T,2,10,12,0.13124600889160765,3,get my book,13,15
367,MMpo2bDk-DU$_$19,T,3,17,18,0.08602758454241158,1,legal nurse,21,22
368,MjaaudUc5-4$_$1,T,1,2,6,0.5394090017752986,3,an angry letter of protest,3,7
368,MjaaudUc5-4$_$1,T,2,1,2,0.1973485817274928,1,write an,2,3
368,MjaaudUc5-4$_$1,T,3,4,4,0.12044970843235506,1,letter,5,5
369,MjaaudUc5-4$_$0,T,1,3,4,0.49388369972719753,2,to help,4,5
369,MjaaudUc5-4$_$0,T,2,0,0,0.133362691728446,1,and,1,1
370,MjaaudUc5-4$_$3,T,1,1,4,0.4948779409890344,2,may wake them up,2,5
370,MjaaudUc5-4$_$3,T,2,2,2,0.1539638287609601,1,wake,3,3
370,MjaaudUc5-4$_$3,T,3,5,5,0.10220000610892738,1,and,6,6
371,MjaaudUc5-4$_$6,T,1,5,7,0.6969250436059812,1,sangha cannot do,6,9
372,MoQmPA7Q07Q$_$1,T,1,16,19,0.19676018383337654,2,am i and who,17,20
372,MoQmPA7Q07Q$_$1,T,2,3,5,0.18654855895964362,3,about the courage,4,6
372,MoQmPA7Q07Q$_$1,T,3,15,15,0.046621262891117565,1,who,16,16
373,MoQmPA7Q07Q$_$2,T,1,11,17,0.3992246262777884,1,can make really great decisions about what,12,18
373,MoQmPA7Q07Q$_$2,T,2,19,21,0.11084584589818397,2,s important to,20,22
373,MoQmPA7Q07Q$_$2,T,3,14,14,0.09671876379529956,peak,great,15,15
374,N1X63d_jgmw$_$5,T,1,28,34,0.27602616835307003,3,"moderate pace : not too slow ,",29,35
374,N1X63d_jgmw$_$5,T,2,27,29,0.09867817239090498,2,a moderate pace,28,30
374,N1X63d_jgmw$_$5,T,3,0,2,0.09642365334416184,2,we tend to,1,3
375,N5xfBtD6rLY$_$7,T,1,5,7,0.47069523144222747,1,now ubiquitous in,6,8
375,N5xfBtD6rLY$_$7,T,2,2,4,0.36163687314060877,3,branded promotions are,3,5
376,NoZsdSGnNpI$_$7,T,1,16,19,0.18463523034942692,2,"re a woman ,",17,20
376,NoZsdSGnNpI$_$7,T,2,11,13,0.13897968286486673,1,"feel , if",12,14
376,NoZsdSGnNpI$_$7,T,3,25,27,0.09551507180372143,3,", make sure",26,28
377,Nrurc5sMUOE$_$5,T,1,29,32,0.16565831000611897,3,"is meaningless , but",30,33
377,Nrurc5sMUOE$_$5,T,2,17,20,0.09774209396194138,3,absurd this could be,18,21
377,Nrurc5sMUOE$_$5,T,3,43,45,0.09253380117008582,2,a bad play,44,46
378,Nrurc5sMUOE$_$7,T,1,7,10,0.5813952607641037,2,and nothing is really,8,11
378,Nrurc5sMUOE$_$7,T,2,8,8,0.22542202115914212,peak,nothing,9,9
378,Nrurc5sMUOE$_$7,T,3,0,0,0.03296966375582162,1,if,1,1
379,Nrurc5sMUOE$_$8,T,1,16,18,0.3717794492859844,3,seem like a,18,20
379,Nrurc5sMUOE$_$8,T,2,25,27,0.12443293825015744,3,playwright did not,28,30
379,Nrurc5sMUOE$_$8,T,3,1,3,0.07744136765697036,2,", dialogue written",2,4
380,NzvNW7vP-Co$_$5,T,1,1,5,0.13308692156833418,1,' m definitely seeing early,2,6
380,NzvNW7vP-Co$_$5,T,2,27,30,0.09906018004440673,1,see the next six,28,31
380,NzvNW7vP-Co$_$5,T,3,40,42,0.07220266811773632,3,more positive environments,41,43
381,NzvNW7vP-Co$_$4,T,1,11,12,0.18182779856841338,2,bridge is,12,13
381,NzvNW7vP-Co$_$4,T,2,7,9,0.16719709958799855,3,other half of,8,10
381,NzvNW7vP-Co$_$4,T,3,4,4,0.10839673533867919,1,only,5,5
382,NzvNW7vP-Co$_$7,T,1,9,14,0.3612598052479334,2,the moment same as - -,10,15
382,NzvNW7vP-Co$_$7,T,2,32,35,0.14779642956868289,3,look forward to better,33,36
382,NzvNW7vP-Co$_$7,T,3,11,11,0.07839356939119425,peak,same,12,12
383,OLP0nCKwU6k$_$6,T,1,19,23,0.30817295883094575,2,company ' s are now,20,24
383,OLP0nCKwU6k$_$6,T,2,22,22,0.09416365418914865,peak,are,23,23
383,OLP0nCKwU6k$_$6,T,3,0,1,0.07969560325030492,2,you have,1,2
384,OrYBtyO0aPI$_$1,T,1,6,9,0.6002893289724008,2,apple is undercutting the,7,12
384,OrYBtyO0aPI$_$1,T,2,8,8,0.1938176287043214,peak,undercutting,9,11
384,OrYBtyO0aPI$_$1,T,3,12,12,0.06646068196672145,1,4k,15,16
385,OrYBtyO0aPI$_$4,T,1,1,2,0.477705930249896,1,there you,2,3
386,PboaYD5hlG8$_$10,T,1,12,16,0.710040942448782,2,their own self driving car,13,17
386,PboaYD5hlG8$_$10,T,2,15,15,0.22211569500689093,peak,driving,16,16
386,PboaYD5hlG8$_$10,T,3,7,7,0.03465664728926814,1,open,8,8
387,PboaYD5hlG8$_$3,T,1,3,7,0.4689285813451427,3,“ i believe in being,4,8
387,PboaYD5hlG8$_$3,T,2,11,12,0.16132737481991272,2,possible without,12,13
387,PboaYD5hlG8$_$3,T,3,6,6,0.11710033151726448,peak,in,7,7
388,PboaYD5hlG8$_$2,T,1,9,12,0.434655876972493,3,now with his startup,10,13
388,PboaYD5hlG8$_$2,T,2,10,10,0.13313322725668586,peak,with,11,11
388,PboaYD5hlG8$_$2,T,3,6,6,0.07658405210407045,1,where,7,7
389,PboaYD5hlG8$_$7,T,1,15,19,0.22801881210246241,3,it in a safe closed,16,20
389,PboaYD5hlG8$_$7,T,2,24,27,0.16705691828585478,2,to regular driving but,25,28
389,PboaYD5hlG8$_$7,T,3,19,20,0.07950262262078255,1,closed course,20,21
390,PboaYD5hlG8$_$9,T,1,16,19,0.21873784600056356,2,the car in the,18,21
390,PboaYD5hlG8$_$9,T,2,3,5,0.13358178163799772,3,requires a driver,4,6
390,PboaYD5hlG8$_$9,T,3,2,3,0.08835823095097628,2,still requires,3,4
391,PboaYD5hlG8$_$8,T,1,19,25,0.4230099439057585,3,", it ’ s sad and it",20,26
391,PboaYD5hlG8$_$8,T,2,23,24,0.19335560380335726,1,sad and,24,25
391,PboaYD5hlG8$_$8,T,3,15,16,0.07560552494096733,2,recent autonomous,16,17
392,Pt-D0LUHDSc$_$2,T,1,19,22,0.2991199538016009,3,the hilarious moments that,20,23
392,Pt-D0LUHDSc$_$2,T,2,10,13,0.20750421233019145,2,and their journey in,11,14
392,Pt-D0LUHDSc$_$2,T,3,0,3,0.1474401345258346,1,this film is about,1,4
393,PwapK9d8IGk$_$4,T,1,2,6,0.24686763283251156,2,", if you take a",3,7
393,PwapK9d8IGk$_$4,T,2,18,21,0.11640533861172171,3,receive an income stream,19,22
393,PwapK9d8IGk$_$4,T,3,5,5,0.0733625323883897,1,take,6,6
394,PyQrAYl1bFs$_$0,T,1,2,3,0.32728620734587693,2,my project,3,4
394,PyQrAYl1bFs$_$0,T,2,7,8,0.27352464684559363,1,marathon .,8,9
394,PyQrAYl1bFs$_$0,T,3,6,6,0.11657430482666187,3,dance,7,7
395,PyQrAYl1bFs$_$3,T,1,1,4,0.4776887246588927,3,and all we raise,2,5
395,PyQrAYl1bFs$_$3,T,2,11,13,0.1939428154162833,1,the hospitals .,12,14
395,PyQrAYl1bFs$_$3,T,3,3,3,0.15855446158349085,1,we,4,4
396,PyQrAYl1bFs$_$4,T,1,13,16,0.3075056299043684,1,", eating , photo",14,17
396,PyQrAYl1bFs$_$4,T,2,8,9,0.14074687186734036,3,hours of,9,10
396,PyQrAYl1bFs$_$4,T,3,0,0,0.032204494346371765,1,it,1,1
397,Q4WzApjaCNI$_$0,T,1,4,6,0.34327685939631236,2,into building a,5,7
397,Q4WzApjaCNI$_$0,T,2,9,10,0.20821052372785295,1,just for,10,11
397,Q4WzApjaCNI$_$0,T,3,7,7,0.10712809915805921,1,special,8,8
398,Q7S0tX4FUNA$_$4,T,1,8,11,0.44100089034692325,1,found inducing anger in,9,12
398,Q7S0tX4FUNA$_$4,T,2,9,9,0.1294940387650242,peak,inducing,10,10
398,Q7S0tX4FUNA$_$4,T,3,7,7,0.06773320126222288,2,barbara,8,8
399,Q7S0tX4FUNA$_$7,T,1,2,4,0.6691696132516851,2,the problem we,3,5
399,Q7S0tX4FUNA$_$7,T,2,0,1,0.21456562270546975,1,this is,1,2
400,Q7S0tX4FUNA$_$8,T,1,10,13,0.4431367504051955,3,' re difficult to,11,14
400,Q7S0tX4FUNA$_$8,T,2,12,12,0.15003219648528815,1,difficult,13,13
400,Q7S0tX4FUNA$_$8,T,3,4,4,0.11148308988356022,1,fleeting,5,5
401,Qa6Yz62V-Yc$_$0,T,1,23,25,0.116950741656337,3,' t need,25,27
401,Qa6Yz62V-Yc$_$0,T,2,12,13,0.11470419834005514,1,will guard,14,15
401,Qa6Yz62V-Yc$_$0,T,3,2,3,0.1009477757657905,1,will soon,3,4
402,QjcQx8_PQfw$_$10,T,1,13,16,0.28189757667286724,2,and i hope this,16,19
402,QjcQx8_PQfw$_$10,T,2,5,6,0.13390650143471494,2,", i",8,9
402,QjcQx8_PQfw$_$10,T,3,15,15,0.09050728433409211,1,hope,18,18
403,QjcQx8_PQfw$_$7,T,1,6,10,0.44421708720766984,3,", for example , two",7,11
403,QjcQx8_PQfw$_$7,T,2,8,8,0.1658683338324511,peak,example,9,9
403,QjcQx8_PQfw$_$7,T,3,16,17,0.08819162969537722,2,send them,17,18
404,QpchvHpGFc8$_$3,T,1,3,7,0.36704978549064166,3,very easy for gentlemen to,4,8
404,QpchvHpGFc8$_$3,T,2,4,4,0.13236856690733168,1,easy,5,5
404,QpchvHpGFc8$_$3,T,3,15,16,0.10661427974542054,2,without being,16,17
405,RArhIHk4Qs4$_$13,T,1,7,8,0.24273590751756532,2,with searching,8,9
405,RArhIHk4Qs4$_$13,T,2,5,5,0.11469223953473626,1,nothing,6,6
405,RArhIHk4Qs4$_$13,T,3,2,2,0.09661015748781857,1,there,3,3
406,RArhIHk4Qs4$_$17,T,1,2,3,0.5980630463342308,2,nothing wrong,3,4
407,RArhIHk4Qs4$_$16,T,1,9,12,0.30265413001434,2,and looking at information,10,13
407,RArhIHk4Qs4$_$16,T,2,2,3,0.13812022027441706,3,of itself,3,4
407,RArhIHk4Qs4$_$16,T,3,11,11,0.08505084690476566,peak,at,12,12
408,RArhIHk4Qs4$_$19,T,1,7,9,0.5325896469100049,3,actual behavior is,8,10
408,RArhIHk4Qs4$_$19,T,2,3,3,0.13173724517493404,1,depends,4,4
409,RArhIHk4Qs4$_$1,T,1,12,16,0.4255061832466001,2,it legal to surf the,13,17
409,RArhIHk4Qs4$_$1,T,2,13,13,0.2560350178631064,1,legal,14,14
409,RArhIHk4Qs4$_$1,T,3,31,33,0.15616401646952496,3,understand what deep,32,34
410,RArhIHk4Qs4$_$2,T,1,10,14,0.20100393659525112,3,research and you ' re,11,15
410,RArhIHk4Qs4$_$2,T,2,16,19,0.1659915037333763,2,for information you ',17,20
410,RArhIHk4Qs4$_$2,T,3,24,24,0.042590272253270445,1,shallow,25,25
411,RArhIHk4Qs4$_$7,T,1,6,9,0.6973414688783015,3,of information online is,7,10
411,RArhIHk4Qs4$_$7,T,2,8,8,0.2774906987349217,peak,online,9,9
411,RArhIHk4Qs4$_$7,T,3,13,13,0.027856964611681995,1,web,14,14
412,RArhIHk4Qs4$_$6,T,1,20,25,0.5775741881021847,2,or other search engines cannot see,21,26
412,RArhIHk4Qs4$_$6,T,2,24,24,0.17619195172289986,peak,cannot,25,25
412,RArhIHk4Qs4$_$6,T,3,21,21,0.07749165344378288,1,other,22,22
413,RArhIHk4Qs4$_$8,T,1,2,3,0.32746070686811,2,lot of,3,4
413,RArhIHk4Qs4$_$8,T,2,7,7,0.07919326375817079,1,benign,8,8
414,RArhIHk4Qs4$_$21,T,1,2,3,0.3978328257669292,3,", we",3,4
414,RArhIHk4Qs4$_$21,T,2,4,4,0.22128785767631234,2,earn,5,5
415,ROcTx5VEn7o$_$11,T,1,27,31,0.3038101931746978,1,the multi - step format,30,34
415,ROcTx5VEn7o$_$11,T,2,4,6,0.13319012441955808,2,we subtract fixed,5,9
415,ROcTx5VEn7o$_$11,T,3,30,30,0.07792022990312908,peak,step,33,33
416,ROcTx5VEn7o$_$1,T,1,5,7,0.3921129783010408,2,of reporting income,6,8
416,ROcTx5VEn7o$_$1,T,2,9,9,0.11215840826872038,1,external,10,10
417,ROcTx5VEn7o$_$5,T,1,7,11,0.34052797551711556,3,"reporting , but it is",8,12
417,ROcTx5VEn7o$_$5,T,2,17,21,0.29236934727589636,1,reporting and decision - making,18,22
417,ROcTx5VEn7o$_$5,T,3,9,9,0.09715141722482529,1,but,10,10
418,ROcTx5VEn7o$_$9,T,1,1,4,0.4533755216976992,3,contribution margin is the,2,5
418,ROcTx5VEn7o$_$9,T,2,0,1,0.1807155748337146,1,thus contribution,1,2
418,ROcTx5VEn7o$_$9,T,3,3,3,0.14630540179304352,1,is,4,4
419,RrGpzInAwCg$_$0,T,1,11,13,0.28432161467490275,3,has been created,14,16
419,RrGpzInAwCg$_$0,T,2,6,8,0.24887847271019065,1,", sponsored by",7,9
420,RzOFxDk26p0$_$1,T,1,24,35,0.7329326636386366,3,"and it has been such an amazing experience , not only to",25,36
420,RzOFxDk26p0$_$1,T,2,30,30,0.14677238821874755,peak,amazing,31,31
420,RzOFxDk26p0$_$1,T,3,25,25,0.037669723841784866,1,it,26,26
421,RzOFxDk26p0$_$0,T,1,13,18,0.49086701520850456,2,senior director for human rights at,14,19
421,RzOFxDk26p0$_$0,T,2,17,17,0.12103668986839225,peak,rights,18,18
421,RzOFxDk26p0$_$0,T,3,4,4,0.04445726780586407,1,name,5,5
422,SHa756SwGJQ$_$0,T,1,5,7,0.46865096495796754,2,a hegemonic structure,6,11
422,SHa756SwGJQ$_$0,T,2,1,2,0.21155301655919206,1,of why,2,3
422,SHa756SwGJQ$_$0,T,3,12,12,0.06097880712677471,1,rights,16,16
423,SHa756SwGJQ$_$2,T,1,8,13,0.3013453527274472,3,constructing and deconstructing points of argument,9,17
423,SHa756SwGJQ$_$2,T,2,14,15,0.0846455197297186,2,it was,18,19
423,SHa756SwGJQ$_$2,T,3,11,11,0.08300317475875121,peak,points,15,15
424,SHa756SwGJQ$_$4,T,1,9,12,0.6913979066581032,2,welcomes the decline of,10,14
424,SHa756SwGJQ$_$4,T,2,11,11,0.28428776449515925,peak,decline,13,13
424,SHa756SwGJQ$_$4,T,3,2,2,0.035454271191056194,1,response,3,3
425,SHa756SwGJQ$_$7,T,1,8,11,0.5466210412151906,2,that ryerson has successfully,9,13
425,SHa756SwGJQ$_$7,T,2,10,10,0.19284474907107507,peak,has,12,12
425,SHa756SwGJQ$_$7,T,3,8,8,0.09702315523221358,1,that,9,9
426,SHa756SwGJQ$_$6,T,1,0,1,0.40797287683263705,2,"hegemony """,1,4
426,SHa756SwGJQ$_$6,T,2,2,4,0.19405034932406093,3,we believe ryerson,5,8
426,SHa756SwGJQ$_$6,T,3,7,7,0.16106401415163243,1,defended,11,11
427,TH32jop4FiI$_$15,T,1,4,9,0.506810233596555,3,charlie crist has apologized for his,5,11
427,TH32jop4FiI$_$15,T,2,7,7,0.12190882594551516,peak,apologized,9,9
427,TH32jop4FiI$_$15,T,3,5,5,0.10230006790900592,1,crist,6,7
428,TH32jop4FiI$_$17,T,1,21,26,0.33398016698577393,3,lesbian couples got married in the,22,27
428,TH32jop4FiI$_$17,T,2,25,27,0.1367443895254746,2,in the state,26,28
428,TH32jop4FiI$_$17,T,3,17,18,0.07483123645288842,3,", 500",18,19
429,TWszOxkOV0w$_$1,T,1,12,17,0.22892353196932375,3,feels very strongly about the notion,13,18
429,TWszOxkOV0w$_$1,T,2,11,13,0.13324377480431676,1,who feels very,12,14
429,TWszOxkOV0w$_$1,T,3,28,30,0.11337115498646735,2,pay packages because,30,32
430,TXCXFYIc3Yo$_$16,T,1,22,25,0.32460393688752215,1,ask of him .,23,26
430,TXCXFYIc3Yo$_$16,T,2,11,13,0.2451095426865811,2,. i ',12,14
430,TXCXFYIc3Yo$_$16,T,3,3,3,0.03262929784405734,3,knowledge,4,4
431,TXCXFYIc3Yo$_$2,T,1,1,3,0.22019326097057346,2,the lord reminded,2,4
431,TXCXFYIc3Yo$_$2,T,2,17,18,0.15856130018093018,2,out shopping,18,19
431,TXCXFYIc3Yo$_$2,T,3,16,16,0.06805897799122693,1,went,17,17
432,TXCXFYIc3Yo$_$7,T,1,4,10,0.2623892158919201,3,my hand and all the fear and,5,11
432,TXCXFYIc3Yo$_$7,T,2,34,36,0.10172427746897042,3,had her dad,35,37
432,TXCXFYIc3Yo$_$7,T,3,6,7,0.09156603599334637,1,and all,7,8
433,TXCXFYIc3Yo$_$6,T,1,7,11,0.3693773690085861,3,"t be afraid , just",8,12
433,TXCXFYIc3Yo$_$6,T,2,9,9,0.11713486553334654,peak,afraid,10,10
433,TXCXFYIc3Yo$_$6,T,3,14,14,0.050749346291199426,3,hold,15,15
434,TYJzg5IJN8o$_$11,T,1,38,45,0.37435124884206583,2,that you worked on in the course of,40,47
434,TYJzg5IJN8o$_$11,T,2,44,46,0.10311202257691715,1,course of the,46,48
434,TYJzg5IJN8o$_$11,T,3,4,6,0.08232097955449116,3,"a lobbyist ,",5,8
435,TYJzg5IJN8o$_$10,T,1,5,9,0.5261652092780983,3,anyone who has lobbied on,6,10
435,TYJzg5IJN8o$_$10,T,2,0,3,0.1309138561501728,1,what we will prohibit,1,4
435,TYJzg5IJN8o$_$10,T,3,7,7,0.1287235573880747,peak,has,8,8
436,TYJzg5IJN8o$_$14,T,1,5,11,0.5078204582503821,3,who have the best interests of you,6,12
436,TYJzg5IJN8o$_$14,T,2,7,8,0.24872442640927672,1,the best,8,9
436,TYJzg5IJN8o$_$14,T,3,27,28,0.06712947659497717,2,forward .,28,29
437,TYJzg5IJN8o$_$0,T,1,0,3,0.3856269983409631,1,"hello everyone , my",1,4
437,TYJzg5IJN8o$_$0,T,2,20,22,0.1597595894829546,2,of president -,21,23
437,TYJzg5IJN8o$_$0,T,3,1,1,0.12914441920294606,peak,everyone,2,2
438,TYJzg5IJN8o$_$4,T,1,13,16,0.20684049966007798,3,of staff and this,15,18
438,TYJzg5IJN8o$_$4,T,2,3,4,0.08927326373384373,2,obama also,4,5
438,TYJzg5IJN8o$_$4,T,3,8,9,0.08444965458525791,1,emmanuel will,10,11
439,TYJzg5IJN8o$_$7,T,1,10,13,0.1938493883032566,3,", competent , well",11,14
439,TYJzg5IJN8o$_$7,T,2,8,10,0.16482968683496219,1,"an efficient ,",9,11
439,TYJzg5IJN8o$_$7,T,3,4,6,0.1515709439069843,2,is committed to,5,7
440,Uc_6d-fkZEc$_$3,T,1,4,6,0.3065603091465903,3,many thanks to,5,7
440,Uc_6d-fkZEc$_$3,T,2,8,8,0.08472927404933656,1,pupils,9,9
440,Uc_6d-fkZEc$_$3,T,3,12,12,0.07800272712848617,3,this,13,13
441,UlTJmndbGHM$_$1,T,1,6,9,0.40914648553207866,3,with a smile on,7,10
441,UlTJmndbGHM$_$1,T,2,8,8,0.13829756364117587,1,smile,9,9
441,UlTJmndbGHM$_$1,T,3,6,6,0.07979571064940245,1,with,7,7
442,UlTJmndbGHM$_$4,T,1,4,8,0.5047500626945925,2,failing to take notice of,5,9
442,UlTJmndbGHM$_$4,T,2,3,4,0.19308964000491421,1,keep failing,4,5
442,UlTJmndbGHM$_$4,T,3,7,7,0.1358810669770633,peak,notice,8,8
443,VbV9S4svrTg$_$13,T,1,5,6,0.3491972132669855,2,and a,6,7
443,VbV9S4svrTg$_$13,T,2,7,7,0.19905078871928455,1,place,8,8
443,VbV9S4svrTg$_$13,T,3,2,2,0.15259842946167795,1,have,3,3
444,VbV9S4svrTg$_$3,T,1,5,8,0.3988356529616588,2,we want to partner,6,9
444,VbV9S4svrTg$_$3,T,2,6,6,0.10268187246116622,peak,want,7,7
444,VbV9S4svrTg$_$3,T,3,14,14,0.05808733938033832,1,community,15,15
445,VbV9S4svrTg$_$7,T,1,3,4,0.3444317884762251,2,the future,4,5
445,VbV9S4svrTg$_$7,T,2,1,2,0.3164030425117652,1,kids are,2,3
446,VbV9S4svrTg$_$8,T,1,8,11,0.4427944281886743,3,that their voices are,9,12
446,VbV9S4svrTg$_$8,T,2,11,11,0.1338820478775783,peak,are,12,12
446,VbV9S4svrTg$_$8,T,3,8,8,0.09568605162998764,1,that,9,9
447,VinxKpWioTo$_$1,T,1,38,42,0.1572568892446843,3,and i thank you for,40,44
447,VinxKpWioTo$_$1,T,2,5,8,0.09714408409316155,1,for school leadership ’,6,9
447,VinxKpWioTo$_$1,T,3,31,33,0.06834025705065444,3,been doing on,33,35
448,VinxKpWioTo$_$0,T,1,5,7,0.47244248113052645,3,secretary of education,6,8
448,VinxKpWioTo$_$0,T,2,8,8,0.18082037638484788,1,pedro,9,9
448,VinxKpWioTo$_$0,T,3,1,1,0.09073814468772554,2,",",2,2
449,VinxKpWioTo$_$3,T,1,16,22,0.5242025719267496,2,"career , students under your leadership will",17,23
449,VinxKpWioTo$_$3,T,2,20,20,0.10497675765599387,peak,your,21,21
449,VinxKpWioTo$_$3,T,3,14,14,0.03604622253137194,1,-,15,15
450,VinxKpWioTo$_$5,T,1,11,13,0.24029823766537622,3,for all students,12,14
450,VinxKpWioTo$_$5,T,2,3,4,0.14487233905482463,3,a place,4,5
450,VinxKpWioTo$_$5,T,3,5,5,0.065515392129772,1,in,6,6
451,ViyQVpGW05w$_$1,T,1,14,15,0.26546982884515447,2,university .,16,17
451,ViyQVpGW05w$_$1,T,2,4,6,0.25779208218103195,3,faculty member in,5,7
451,ViyQVpGW05w$_$1,T,3,0,1,0.1436687823300445,1,i ',1,2
452,ViyQVpGW05w$_$4,T,1,1,4,0.3941161501988537,3,legal session will focus,2,5
452,ViyQVpGW05w$_$4,T,2,6,8,0.3562040026729282,2,illegal discrimination in,7,9
452,ViyQVpGW05w$_$4,T,3,2,2,0.12560462082411356,2,session,3,3
453,ViyQVpGW05w$_$6,T,1,0,2,0.2876653845401994,3,noncompliance with these,1,6
453,ViyQVpGW05w$_$6,T,2,3,5,0.284932241779614,2,laws can result,7,9
453,ViyQVpGW05w$_$6,T,3,19,20,0.06630918242278908,1,are employed,23,24
454,Vuay0mVKkik$_$3,T,1,7,12,0.8201600021230403,3,it was really difficult for me,8,13
454,Vuay0mVKkik$_$3,T,2,10,10,0.38780647034149196,peak,difficult,11,11
454,Vuay0mVKkik$_$3,T,3,20,20,0.01491886466941547,1,able,21,21
455,WmQF5RmbsVQ$_$6,T,1,17,22,0.20271119865640475,3,so my suggestion is to go,19,24
455,WmQF5RmbsVQ$_$6,T,2,25,26,0.06368325702466283,1,local bank,27,28
455,WmQF5RmbsVQ$_$6,T,3,1,2,0.06149117444177608,2,", there",2,3
456,Wrcf2xtqbkQ$_$9,T,1,20,25,0.32489307096219266,2,"will take place , exchanging evidence",22,27
456,Wrcf2xtqbkQ$_$9,T,2,1,4,0.19263406640046066,1,mladic trial is in,2,6
456,Wrcf2xtqbkQ$_$9,T,3,24,24,0.06980065607711772,peak,exchanging,26,26
457,Wrcf2xtqbkQ$_$8,T,1,14,16,0.19835272291233186,3,of the trials,15,17
457,Wrcf2xtqbkQ$_$8,T,2,7,9,0.19827044305366548,1,"to , to",8,10
457,Wrcf2xtqbkQ$_$8,T,3,4,5,0.1811739876476835,2,' m,5,6
458,WxajvjGKz7Y$_$0,T,1,1,3,0.39374322460069633,3,second suggestion is,2,4
458,WxajvjGKz7Y$_$0,T,2,7,7,0.18121852352456622,1,"""",8,8
459,WxajvjGKz7Y$_$3,T,1,13,15,0.2193184379078309,2,would say we,14,16
459,WxajvjGKz7Y$_$3,T,2,6,8,0.17140935636895238,3,number fact like,7,9
459,WxajvjGKz7Y$_$3,T,3,17,19,0.14625610118287186,1,count on 3,18,20
460,WxajvjGKz7Y$_$6,T,1,26,30,0.2101603216399624,2,goal that they just recall,27,31
460,WxajvjGKz7Y$_$6,T,2,17,19,0.11945913994669499,3,the strategy and,18,20
460,WxajvjGKz7Y$_$6,T,3,13,15,0.0913910547623937,3,don ' t,14,16
461,XIGpuL-Kkyk$_$12,T,1,21,25,0.4209973689290416,2,actually competitive and viable in,22,26
461,XIGpuL-Kkyk$_$12,T,2,23,23,0.1333860251757698,peak,and,24,24
461,XIGpuL-Kkyk$_$12,T,3,25,26,0.10411682213596547,1,in this,26,27
462,XIGpuL-Kkyk$_$0,T,1,1,3,0.30949746659743266,2,a poor transaction,2,4
462,XIGpuL-Kkyk$_$0,T,2,6,7,0.20014063653993786,1,mechanisms that,7,8
462,XIGpuL-Kkyk$_$0,T,3,11,11,0.08084543283755127,1,to,12,12
463,XIGpuL-Kkyk$_$4,T,1,14,19,0.6334499948558993,3,is an excellent tool to get,15,20
